SBD, Toan, Van, Ly, Hoa, Sinh, Anh
19006230,8.6,5.75,7.5,8,5.25,5.6
19006231,9,6.5,9,9.25,5,5.8
19006235,8.4,4.5,7.75,8.75,4,6
19006236,9,6,8,7.5,3.75,3.6
19006240,6.8,6.75,8.5,5,5.75,7.8
19006244,7.6,5,6.75,5.5,4.25,5.6
19006248,6.4,5.5,6,4.5,4.5,7.8
19006249,7.4,3.75,7,7,6,4.8
19006252,8.2,8.75,7,7.5,3.5,3.2
19006258,8.8,6,8,8.25,5.25,4.8
19006259,9.2,5,8.25,8.5,5.5,5
19006264,8.2,6.75,6.75,6,3.5,3
19006268,8.2,6,7.5,7.75,3.5,3
19006269,8.8,6.75,8.5,6.75,5.5,7.2
19006270,7,6,6.5,7.5,5.25,3.4
19006271,8,6.75,6.25,7,3.25,4.8
19006276,8.8,6.75,8.5,7.5,3.5,6
19006283,8.8,5,8,6.75,5.75,9.6
19006284,7.8,5.75,7.5,7.25,4,4.6
19006286,7.8,6,7.5,7.5,5,8.4
19006288,7.6,5.75,7.5,8,3.5,8.6
19006289,8.4,6.25,7.75,8.5,4.25,4.4
19006291,8.8,7.25,7.75,2.75,6.75,9
19006292,8.6,6.25,8.5,8.5,2,4.2
19006296,7.6,4.25,8,5,3.5,6.6
19006301,8.8,6,8,8.5,3.75,7.6
19006308,8,5.25,8.25,6,4.25,7.8
19006311,8.8,4.25,6.5,7.5,3.25,5
19006313,7.8,6.25,7.75,5.25,4.25,7.6
19006319,5.8,5.5,5.5,4,5.5,3.4
19006325,9,5.5,7.75,8.5,3.75,9
19006329,8.6,8.75,7.75,8.25,6.25,9
19006330,8.6,6.5,7.25,7.5,4.25,5
19006332,8.4,5.5,7.5,7.75,3.75,8
19006335,7.2,3.75,5,4.75,3.25,4.6
19006336,9.4,5.25,8.75,9,3.75,3.4
19006338,9,5.75,7,6.75,2.5,4.4
19006344,7.2,6.25,5.75,3.75,3.5,4.4
19006345,8.2,5.75,6.5,4.75,3.5,2.6
19006347,8.6,6.25,8.25,8,3,4.2
19006352,7.4,7.75,7.5,5,6.25,7
19006359,8,7.5,6.75,6,4,6.2
19006360,5.6,5,5.25,6.25,3.75,4.2
19006363,7.6,6.5,7,7.75,2.5,5.6
19006364,6.4,6,3,6.5,3,3.2
19006366,8.2,5.5,7.25,6.75,4.75,4.2
19006367,8,8,8.25,8.5,5.5,6.6
19006374,7,5.75,5,6,3.5,3.6
19006376,7.6,6.75,6,7.5,7.5,7.8
19006379,8.4,6.25,8.25,7.25,4.75,3.4
19006381,7.8,6.5,7.75,7.25,4.5,6.2
19006382,8.8,5.5,8.5,8.25,3,2.4
19006383,6.8,4.5,8.5,7.75,4.25,4.4
19006385,8,5,7.25,7.75,4.75,4.4
19006386,7.2,6.75,7.75,5,5.75,5.2
19006387,7.4,5,7.25,7,4,7.6
19006388,8,6.5,7,6.25,4,6.2
19006398,8,8,7.75,7.25,6.5,9.8
19006406,8,6.25,7.75,7,4.75,2.2
19006407,7.8,5.75,7.5,8,3.75,5.6
19006410,7.6,5.5,8.25,6.75,4,2.6
19006413,7.6,6.25,7.25,5.5,5,5.8
19006416,8.2,6.75,7.75,6.5,4.5,3.6
19006423,7.2,6.75,6.25,6.25,4,3.8
19006424,7.2,6.5,7,5.5,4,5
19006426,8.8,5,7.75,8.5,4.25,5.8
19006428,7.8,7.25,6.25,5.5,3.5,3.8
19006431,9.2,6,8.25,8,4,4.2
19006434,9.2,7,7.5,7.25,5,6.2
19006437,8.6,8.5,7.25,7,7,9.8
19006438,8.4,5,5.5,6.75,3.5,4.8
19006441,8.8,6.5,6.75,8,3.25,3.6
19006445,7.6,5.5,7,6.75,6.5,3.6
19006447,7.6,6.5,6.75,7.25,2.75,5.8
19006454,8.8,7.75,7.75,7.5,2.75,3.8
19006465,8.8,8,8.5,8.5,4.75,8
19006466,8,6.5,6.25,7.75,6,2
19006470,7.8,6.25,7.75,7.25,5.25,3.8
19006471,8.6,7,7.5,3.75,6.5,8
19006479,8.6,7.75,7.5,8.75,6.75,7.8
19006480,8.2,5.25,7.5,6.75,3.5,2.2
19006490,9,6.5,8.25,7.5,5,4.2
19006491,7,6.75,6.5,3.75,5.25,7.6
19006492,7.8,6,7.25,6.75,5.25,8
19006493,7.4,5.5,6.5,6.25,2.25,4
19006496,9.2,8,9,8.25,4.75,7.6
19006497,8.8,4,8.25,8.75,7.25,4.6
19006500,7.4,6.75,6.25,6,4.5,4.4
19006508,8.4,7.25,7.5,4.75,7,8
19006509,7.6,7.75,6.5,5.5,4.5,4
19006514,8,4.5,7.75,8.25,5.25,3.2
19006517,9.2,5.75,8.75,8.25,6.5,8.4
19006518,7.6,6,6.5,6.25,2.5,6
19006520,9,8.75,8.5,8,4,5.8
19006523,7.8,6.75,8.75,7.5,5,6.2
19006528,9,6.25,8,7.25,3.25,5.8
19006529,8.4,6.75,8.5,8.25,3.25,3
19006530,8.2,7,8.25,8.5,6.75,7.6
19006537,8.6,6.5,7.75,8.25,5,3.6
19006539,8.2,6.75,7.75,7.75,5.75,4.6
19006543,8.4,4.5,6.25,5,3.75,2.8
19006544,7.8,6,4.5,4.75,2.75,4
19006547,8.6,7.75,8.25,7.75,4.25,5.6
19006550,9,7.5,8.25,8.75,7.5,6.4
19006551,8.6,6.75,8,8,3.75,6.4
19006557,9.2,6.5,8,8.25,5,8
19006558,8,5,8,6.25,3.5,5.6
19006562,7.8,6.25,5.5,7,3.5,6.6
19006567,8.6,5.75,6.75,6.25,6.25,3.4
19006579,8.6,3.75,5.25,7.5,8.75,5.8
19006581,8.2,6.5,8.75,7.75,7,5.2
19006591,8.8,6.25,5,7.75,8,5.8
19006592,9,4,8.25,7.5,4.5,6.8
19006593,5.6,7.75,6.5,5.75,4.5,6.8
19006594,8.4,7.75,8.5,7.75,5.75,8.6
19006597,9.4,4.5,7.25,8,4.5,4.4
19006598,8.4,4.5,5.75,6,2.75,5
19006601,8.2,7,8.5,5.5,4.75,7.8
19006603,7,7,7.25,7.75,5.5,6.8
19006604,7,6.25,7.25,6.5,5.5,4.4
19006608,7,3.5,6,4,4.5,4.4
19006609,9.4,8.5,9,9.25,6,6
19006615,8.8,8,7.25,8.5,5,5.6
19006616,8.6,5.25,9,8.25,4.5,4.8
19006621,9.2,6.75,7.75,7.25,3.5,6
19006626,9.2,5.75,7.5,7.5,5.5,4.6
19006628,8.2,6,6.25,5,5.25,3.4
19006640,8.8,7,7.75,8.5,4.5,2.6
19006641,7.2,6.25,6.75,5,3.5,2.8
19006647,8.8,7,8.5,8,3.5,5.8
19006648,7.6,6.5,7,7,4.25,4.8
19006649,8.2,5.5,8.25,7.75,3.75,2.2
19006652,8,8.25,8.25,8.25,5.25,8.4
19006654,8,5.75,7.75,7.25,5.5,6.2
19006655,7.8,6.75,7.75,8.25,5.25,4.8
19006657,8.2,7,7.5,6.5,5.75,6.6
19006660,9.2,6,8,8.75,5.25,5.6
19006665,9,4.5,8.25,8.25,5.75,6.4
19006667,7.2,7.5,7.25,7,6.5,4.6
19006678,8.6,5.75,8.25,4,4.25,8.8
19006681,8.4,6,7.75,8,5.25,7.8
19006682,8.2,6.75,7.5,7.25,4.25,3.8
19006692,8.2,7,7.75,7.75,3.75,2.6
19006694,9.2,7.25,7.75,7.5,4.75,3.8
19006700,7.8,5.75,5,6,3.75,3.8
19006706,8.4,7.25,8.5,8.25,6,6
19006709,9,6.75,7.5,6.75,4.5,7.6
19006711,9,6.75,8.75,8.5,2.5,4.8
19006713,8.4,6.75,8,8.25,4,4
19006714,7.2,5.25,7.5,7.75,4,4
19006719,7.8,5.75,6.25,6.25,5.25,4.8
19006728,8.6,7.5,8,7.5,6.5,5.8
19006730,8.2,8.5,7.5,7.5,6.25,6.6
19006732,7,7.75,7.75,6.5,4.25,3.8
19006733,8.2,7.5,8.25,6.25,5.5,8.2
19006734,8.4,7.5,7.75,6,4.5,6.6
19006738,7.8,6.75,5.5,7.75,3.75,2.4
19006743,8,6,7.25,8.25,7.75,4
19006745,8.2,8.25,7.25,7,6.5,3.6
19006751,7.8,6.75,7,8.5,5,3.4
19006752,6.2,6.25,6.25,7.25,3.75,3.4
19006754,8.4,5.5,7.75,7.5,4.25,3.4
19006755,8.8,5.5,7.5,5.75,4.25,3.8
19006757,7.8,6.75,6.75,7.25,3.5,4.6
19006759,7,7.75,7,7.75,5,3.2
19006761,7,7.5,8.25,8.25,4.75,2.8
19006762,7.4,4,6,8,5.5,3.8
19006766,8.8,6.25,7.5,8.25,5,3.8
19006770,8.2,8.25,7.25,7,5.25,2.8
19006772,6.8,5.25,7.25,7.5,3.75,6
19006779,7.6,6.5,7.25,8.25,5,7
19006781,7.2,7.75,7,6.75,5,3
19006785,9.2,6.25,7.75,8.25,4,4
19006786,8,6.25,7.75,7.75,5.25,3.2
19006789,9,4.75,7.75,7.75,3.5,3.4
19006790,7.4,5.25,7.25,7.5,4.5,6.6
19006793,7.6,4,7.25,6.5,3,2.4
19006796,8.4,5,9.25,7.5,3.25,4.8
19006803,9.2,6.75,8,8.75,6,5.6
19006810,7.2,6.25,9,5.5,4.5,8.4
19006811,7.6,6.5,8.25,7.75,3.75,5.8
19006812,8.6,4.5,8.5,8.25,5,5
19006813,8.2,6.5,7.5,7.75,5.25,3.2
19006819,7.6,4.75,5.5,6,3.25,2.8
19006822,8.8,7,8.25,9.25,4.5,6
19006826,9,7,8,5.25,3.75,8.4
19006828,8.2,6.5,8.5,8.25,3.25,4
19006832,7.4,7,5.25,7.75,3.5,4.2
19006833,7.2,7.75,5.5,7.25,4.25,3.2
19006834,9,6,8.25,9.5,4.75,4.8
19006841,8.4,5,6.5,7.5,5,4.2
19006843,8.6,7,7.75,4,5.75,7
19006846,8.4,7.25,7.75,7,6.25,6.4
19006847,7.8,7,7.5,7,4.75,4.6
19006848,7.8,8,7.75,7,5,4.4
19006849,8.6,5,7.5,8.5,5.25,5.4
19006852,6.2,6.25,5,5.25,5.25,6.4
19006854,9.2,7.25,8.25,8.75,6.25,7.8
19006855,8.2,6.5,7.5,8.25,5.25,6
19006856,8.2,7,7.25,7.25,5.75,7
19006857,7.8,6.75,8,6.5,6.25,9.4
19006860,8.2,4.75,8,8.5,4.75,3.6
19006867,8.4,5.5,9,8.5,5.5,6
19006868,7.8,4.25,6.5,6.75,3.5,4.6
19006869,7.8,7.75,8,7.5,5.5,2.6
19006870,8,4.5,8.5,6.5,6.75,9.8
19006875,7.6,4.75,8,8,5.5,8.6
19006877,9,8,8,9.25,4,7.2
19006881,8,7.25,7.5,7,4.25,4.6
19006886,5.8,6,5.5,2,4,7.8
19006890,8,5.5,8,8,3.25,3.6
19006894,8.2,6.75,7.25,7.25,3.75,3.6
19006902,7.4,4.5,6,7,6,7.4
19006903,6.6,6.25,5.5,5.25,3.5,7.2
19006904,7.8,5.5,5.75,7.25,6.25,5.6
19006911,7.8,6.5,7,7.5,4.75,5.4
19006916,7.2,6.5,5.25,4.75,5,5.2
19006917,8.2,7.25,6,6,7.75,7.8
19006923,8.2,6,5,6.25,4.5,4.4
19006924,7.8,7,8.25,8.75,5.75,5.6
19006926,7.6,7.25,6.75,7.75,8,8.8
19006931,7,8.25,7.75,7.5,4.5,5.8
19006935,8.2,6,7.5,8.25,2.75,4.8
19006937,7.8,7,7,4.75,4.75,7.4
19006941,8.8,5.25,9,8.5,6.5,6.4
19006942,7.4,6.25,6.5,7.5,5.25,5.4
19006947,6.6,7.5,4.5,6,3.75,5
19006951,7.4,4.75,4.25,7.75,8,7
19006956,8,5.25,7.25,8,5.75,3.8
19006958,8.2,6.75,6.5,7,5,4.6
19006960,7,7,4.5,5,5,6.6
19006961,8.6,5.75,7.5,6,4.5,7.2
19006962,7.8,5.25,7.25,6.25,5,5.8
19006964,8,6.75,6.5,5.75,3.5,3.6
19006966,8.4,6.5,6.75,8.25,4.75,7.4
19006967,8.4,6,7.75,6.25,4.75,4.6
19006968,7.8,7.25,6,8.25,5,7.8
19006976,7.6,7.25,5.25,8,6.25,6
19006978,8.2,7,5.5,6.5,3.75,6.4
19006982,8.2,6.75,7.5,6.25,4.5,4.4
19006983,8.2,6.5,7.5,7,2,9.2
19006986,6.6,6,7,5.5,1.75,8
19006988,9.4,6,8.25,5.75,5.25,9.8
19006991,6.4,6.25,5.25,5,5.5,7.4
19006992,8,6.25,5.5,6,4,4.8
19007003,7.6,7.75,3,4.25,4.25,6
19007006,7.4,6,4.75,5.75,5.75,3.6
19007011,8.2,6.75,7.25,8.25,7.25,4.8
19007014,7.4,6.5,4.75,4.5,4.5,2.8
19007015,8.8,7,7,7.5,5.5,8
19007018,9.6,7.5,9.25,9,6.5,8.4
19007024,8,5.25,8.25,7,4,2.4
19007028,7.4,5.25,5.25,3.75,4.5,4
19007029,9,4.5,8.5,8.25,7,9
19007032,8.6,5,7.25,6.75,5.25,3
19007033,8.6,7.5,7.5,8.5,6.5,6.4
19007035,7.4,4.25,7.5,5.5,5.5,7.4
19007037,8.4,6,7.5,7.5,4.5,5
19007038,6.2,3.75,3.5,3.75,1.75,4.4
19007039,9.8,5,9.5,9.5,6,7.4
19007042,8.4,6.75,7,7.25,4.25,5.4
19007043,9.2,5.75,8.5,8.5,5.75,8.6
19007044,8.6,6.75,7.5,8,5.5,5.8
19007048,8.6,6.5,8.25,8.25,5.25,6.6
19007051,7.8,8.5,7.25,8,3.5,4.8
19007052,7.8,5.5,4.75,4.25,3.5,4.4
19007057,7.4,6.25,4.5,3.25,3.25,5
19007058,6.4,6,5.75,7,4,5.2
19007059,7.8,7,5.5,4.75,4,7.6
19007060,8.6,5.5,6.25,7,2.75,2.6
19007061,8.6,6.25,8,8,3.25,7.8
19007063,9,6,7.25,8,6.75,6
19007064,8.2,4.25,7.75,5.5,6,9.4
19007065,7.6,6.5,5.5,4.25,3.25,7.8
19007067,9,6,8.75,8.5,5.5,5.6
19007071,9.2,5.5,6.5,5,4,4.8
19007072,8,6.75,7.75,6.5,3.5,5.8
19007074,8,5.75,7.5,8,5,8.4
19007076,9.8,7,8.5,9,4,7.6
19007077,6.8,7.5,5.25,5.75,5,6.6
19007078,9,7.75,5.75,8.25,9.75,5.2
19007082,7.6,6.25,6.5,4.75,6,4.6
19007083,7.6,6.75,6.5,7.5,3.5,4.2
19007088,7.4,5.75,4.75,5.75,5.75,4.8
19007090,6.8,5.75,6,6.25,3.25,6.6
19007092,7.8,6.25,5.25,7,4.75,3.4
19007093,8,5.5,7.25,7.75,4.5,5.8
19007094,7.8,5.25,7.5,8.25,3.75,4.6
19007095,9,6.75,8,9.5,6.75,8
19007099,6,5.5,4.75,5,4,3.2
19007100,8.4,6.25,8,8.75,3.75,7.8
19007101,8.6,6.5,7,7.5,4,5.8
19007106,6.4,5,6.5,6,3.5,5.6
19007107,9,5,8.5,8,5,5
19007109,8,5,7.5,7.25,4,4.8
19007110,8.4,4.5,8.5,7.5,4.75,6.2
19007113,8,7,7.5,7.5,3.5,4.8
19007114,6.6,7,7,3.75,4,7.2
19007115,8.2,6.5,7,7.75,2.75,7.8
19007117,7,6.5,4.25,4,3.5,6
19007120,8.4,6.25,7.25,7,4,7.2
19007121,9,6.5,8.25,8.75,3.5,5.2
19007124,8.4,7.25,8.25,8,4.25,5.8
19007128,8.4,6,7.75,8.75,5,7.6
19007131,8.4,6.5,7.75,7.75,5.5,7.2
19007138,7.2,6.5,6,3.75,4,3.2
19007139,7.4,6.5,7.5,7.75,3.75,4.8
19007141,6.8,6.25,6,4.75,4.5,5.4
19007142,8.4,6,5.75,4.25,3.75,5.2
19007146,8,4.75,6.5,6.5,3.25,4.2
19007148,8.8,6,7.5,7.75,3.25,5.2
19007149,7,6.5,4.75,7.75,4.75,5.4
19007151,5.4,7.5,4.25,4.5,5,5.2
19007152,7.8,7.25,7.75,3.75,5.25,9.8
19007153,9,7,8.75,8,6.25,8.4
19007156,8.8,7.25,7.5,8,4.25,7.2
19007157,8,7.75,6.5,8.5,4,4.6
19007159,7.8,8.25,6.5,7.5,5.75,7.6
19007161,7.4,7.5,8.25,7,3.75,5.8
19007162,7,5,3.75,5.5,3,6
19007166,8.8,6.5,6.75,6.75,7,6.2
19007167,8.4,7.75,7.25,8.25,3.75,6.6
19007168,8.2,8.75,5,5.5,5,9
19007177,8.2,7.25,7.5,8,6.25,9.4
19007181,8.6,7,7.25,7.5,6.5,6
19007183,8.4,7.5,8.25,7.25,6,5.4
19007186,8.6,7.25,8,8,3.75,5.2
19007188,8.4,7,7.75,4.75,5.75,5.8
19007192,8.2,7.75,7,7,5.25,3.4
19007193,7.6,7.75,7.25,7.75,4.5,6.4
19007195,6.4,6.75,6.25,6,5,5
19007196,7.6,7.75,7.25,7,5,6.8
19007197,8.2,6,6,6.5,4.75,5
19007202,7.8,5.25,7.25,7.25,5.5,3.6
19007203,8,6.25,9,7.5,5.25,4.8
19007206,7.6,4.25,7.5,7.25,4.25,4
19007209,8.2,6.75,8.75,8.25,6.25,6.6
19007213,7.4,8.25,7.5,6,5,8.4
19007217,7.8,8,5.5,6.75,4.5,3
19007224,8.4,6.25,7.5,7.5,3.25,4.4
19007225,8.4,6.75,7.75,7.75,4.75,4.2
19007226,7.8,5.25,6.75,6.5,4.5,4.2
19007227,8,6.25,6.75,7.75,4.25,5.4
19007231,5.4,4,5.25,3,5,3.6
19007232,7.8,6.5,6.25,6.75,3,6.6
19007233,7.2,5.5,5.5,7.75,5.25,4.8
19007234,7.8,5,5.25,5.5,3,5.8
19007235,7.8,6.5,7,6,5.5,6.8
19007236,8.8,8.75,7,7.5,6.25,9.2
19007238,8,6,7.5,8,4.5,5.8
19007239,7.4,6.5,7.75,4,4.75,9.2
19007250,8.2,7,7.5,6,5.5,5.4
19007252,9.2,5.5,8.5,8.5,6.25,7.8
19007254,8,6.25,8,8.5,5.5,6
19007257,7.8,8,6.25,5.75,5,9.4
19007259,7.6,7.5,6.75,7.25,5.75,6
19007260,9.4,6.5,8.25,8,4.5,5.6
19007262,8.8,6.25,8.25,8.75,4.25,6
19007267,8.6,7,7.25,8.75,6.5,5.8
19007270,7.6,7.5,7,8,5.25,7.6
19007271,8.6,7,6,8.75,5.75,6.6
19007273,6,5.75,5.25,4.5,5,5.2
19007274,7.2,5.5,7.5,4.25,3.5,7.2
19007280,7.6,6.25,7,6.75,4.5,4.2
19007282,9.4,7.75,7.75,7.75,6,7.6
19007283,8,6.25,6.5,6.5,5.25,7.2
19007285,7.8,6.5,7,8.25,3.25,6.2
19007291,7.4,8,7.5,5,4,8.6
19007292,6.8,5.5,5.25,6,4.75,5.4
19007293,6.2,7,5,5.5,4.75,4.6
19007296,8.2,5,8,8,5.25,6.2
19007297,8,7,7.75,7.5,5.75,7.4
19007300,9,7,8,9,5.75,7.6
19007301,8.6,6.25,6.25,7.25,5.5,4.8
19007302,7.6,5,7.25,8.5,6.25,5.4
19007313,7,5.5,6.25,7.25,5.75,4.6
19007315,8,6.75,7.25,6.75,4.25,6.6
19007323,8.2,7.5,8,7.5,5,7
19007327,8.4,5,7.75,8.75,5.25,4.6
19007335,7.6,4.5,6.75,7.5,3.5,5.4
19007339,8.2,7,8.5,7.5,4,4.4
19007345,8.4,5.5,7.25,7.75,3,6
19007346,6.6,7.5,6.25,8.25,5.25,5.4
19007347,8.2,6.25,6,8.25,4.75,4.8
19007350,8,7.5,7,8.75,4.25,4.2
19007352,7.8,5,7.25,8.25,4.75,4.6
19007357,7.2,5,7.75,7,4.5,3.6
19007360,8.6,4,7,7.25,2.75,4.4
19007365,8.8,5,8,8.5,4.25,5.4
19007367,8.4,4.25,7.75,8.5,3.75,3.8
19007369,5,4,4.75,6.75,3.75,5
19007370,8.8,6.25,8.25,8.5,3,6.8
19007372,8,6.25,6.75,5.5,5,7.8
19007374,6.6,6.25,6.25,7.75,4.25,5.6
19007375,8.2,6,8,8.75,3.25,5.8
19007377,7.8,7.25,8,7.25,4.25,6.4
19007378,9.2,5.25,7.5,8.25,4.75,7.6
19007380,9.2,6.25,8.25,8.75,4.25,7.4
19007381,8.8,7.25,8.25,8.5,7,6.2
19007382,6.8,6,5.75,7.75,3.75,7.6
19007384,7.2,5.25,2.25,3.5,4.25,5.2
19007393,8.4,5,8.25,8.25,5.25,8.4
19007394,6.4,7.5,6.75,6.5,5.25,5.8
19007400,7.8,7,7,8,5,2.2
19007403,8.2,7.5,6.75,6.5,4.75,9.4
19007405,8.4,6.25,7.5,6.5,3.75,5.6
19007406,8.6,5,7.25,7.25,6.5,8
19007409,7.6,6,5,4.75,2.75,6.2
19007410,8.2,5.75,7,8.25,2.25,4
19007412,8.2,5,5.75,4.5,3.5,4.8
19007414,8.4,6,8.25,8.5,4.25,3.8
19007415,8.2,7,8,7.5,4,5.8
19007416,7,5.75,6.75,6.75,4.25,7.6
19007419,8.2,7.25,7.5,7.25,4.5,5.8
19007420,8.6,6.75,8.25,8,4.25,4.4
19007423,7.6,6,5.5,5.75,5,3.8
19007425,9,6.5,8.25,8.75,6.5,7.6
19007431,9.4,7,8.75,9,5.5,9
19007435,7.8,7,7.5,8.5,4.75,6.2
19007436,8.2,7.25,8,8.25,4.25,6.4
19007438,8.6,7,7.25,6.75,4.25,5.4
19007440,9,8,8,9,4.75,9
19007443,8.8,7,4.75,7.75,9,5
19007445,7.6,5.5,6.25,8.5,6.25,5.2
19007446,7.4,5.25,6.5,7.5,5.5,7
19007448,8,6.25,7,7.75,5.5,7
19007450,7.8,6.5,4.5,3,4.5,4.4
19007452,8.8,6.75,8,7.5,4.5,6
19007454,8,6,7,8.25,5.25,5.8
19007456,6.4,6.25,6.5,4.75,2.75,5.8
19007467,5.8,7.25,5.5,4.75,4,4.4
19007471,8,7.5,8,8.75,5.25,6.8
19007472,9.4,6.75,9.5,7.75,5.75,9
19007473,8.6,4.5,4.5,6,4,5
19007475,7.8,6.5,8.25,8,3.75,4.2
19007476,6.8,7,6.5,8,5.25,5
19007477,8.8,5.75,7.75,7.25,4.5,4.4
19007479,7.8,5.75,6.5,5.25,3.5,8.2
19007480,8.8,8,8.25,8.25,4.75,8.2
19007481,9.2,8.25,6.75,6,7.5,9.6
19007482,6.4,6,6.75,6.5,3.5,5.2
19007490,7.4,7,6.5,5.75,3.25,6.6
19007497,7.2,6.75,6.75,4,4,7.8
19007498,8.4,8,7.5,8.5,6.5,6
19007499,7.8,8.5,7.5,8.75,5,5.4
19007513,7.6,5.25,6.5,7.75,6.25,6.4
19007515,9,8,9.75,9.75,3.75,6
19007518,8.2,6.5,6.5,5,4.5,5
19007522,8.4,8,8.25,5.5,5,9.2
19007523,8.4,6.75,8.5,8.75,4,7.6
19007524,7.2,6.25,5.75,4,2.75,8.6
19007526,9.6,6.25,9.25,9.25,4.75,8.8
19007527,7.8,7.25,5,7.25,4.25,5.4
19007531,9,6.75,4.25,7,5,7.4
19007532,8.4,7,5.5,5.75,6,4.2
19007534,8.6,8.5,8,8.5,5.25,8.2
19007535,7.8,5.25,5.5,5.25,5.5,6
19007539,7.8,6,7.5,8,7,8.4
19007543,8.6,3.5,6.25,6.75,2.75,7
19007549,7.8,6.5,6.75,7.5,7,6.4
19007550,8,8,5.5,9.25,9.25,7
19007551,8.4,8,5.75,7.75,6.5,9.2
19007552,7.8,8,6.75,8.25,7.25,5.6
19007553,8,6,7.75,7.5,5.75,6.4
19007554,7.6,5.25,7,8.25,5.25,5.2
19007555,8.2,5.75,7.75,7,5.5,5.6
19007557,7.8,6.75,7.75,6.5,6,7.2
19007558,8.6,7.5,7.75,8.5,5.25,9.2
19007561,8.2,6.5,7.75,6.5,4,6
19007564,8.4,6,8.75,7.25,6.75,9.6
19007566,8.2,5,7.25,8,5.5,4.8
19007570,8.4,6,6.5,6.75,4,5.4
19007575,7.6,7,7,7.75,4.5,4.8
19007605,7.4,7.75,6.75,4.75,4,6.4
19007662,6.8,6.75,5.5,4.25,4,3.2
19007666,6.6,5.25,6.5,5.75,4,8
19007668,7.4,4.5,7.5,7.75,4.75,6
19007686,7,7,6.25,5.25,6.25,4.6
19007749,8.6,8,7.5,7,7.25,7
19007765,8.4,8,7.75,7.25,5.25,3.2
19007792,7.8,7,4.75,5,5.75,7.6
19007816,8.2,4,5,5,4.25,4.2
19007851,7.2,3,7,6,4,6.8
19007863,5.8,5,6,6.5,3.25,4
19007869,7.4,5.5,7,6.75,4,5
19007933,8.8,6.75,7,7.75,6,3
19007985,8.6,5,8.25,8.75,3,6.2
19007989,8.6,6.5,7.5,5.75,4,8.2
19008017,8.4,6,6.75,6.75,4.25,5.8
19008019,7.6,6.25,7.75,4.5,4,8.8
19008076,8.2,6.25,7.75,7.25,5.75,6
19008096,7,6.5,6.75,8,3.75,2.8
19008123,6.6,4.5,4.75,4.5,5,8
19008136,8,7.75,7.75,7.5,5.25,7.6
19008184,8.2,7,5.25,6,3.5,6.2
19008192,7.4,5.75,7,5.5,4.75,7.2
19008198,7.6,4.5,6,3.5,3,8.8
19008199,7.8,6,6.5,3.75,5,8
19008201,7.8,7.5,7.75,7.5,4,7.6
19008203,8.2,7.5,7.5,7.75,3.75,6.8
19008205,7.6,5.75,2.75,3.5,2.5,2.8
19008208,8.8,6.5,7,8,4.5,7.6
19008214,7.8,6.25,6.25,8.5,5.25,5.6
19008215,8.2,7,7.75,5.5,4.75,9
19008218,8,6.5,6,7,5,2.8
19008221,8,8,8.25,4.75,4.25,9
19008226,6.8,4.25,7,6.5,3.75,4
19008227,6,6.5,5,4.5,4,4.4
19008228,8.2,6.25,7.25,7,5.25,5.2
19008230,7.4,6.5,6.25,5,2.75,3
19008233,6.6,4.25,6.25,5.25,3.25,5.2
19008234,9,6.25,6.5,7.25,4,6.2
19008237,9.6,7,8.5,7.75,5.25,9
19008242,7.6,8,4.75,5.25,4.5,5.6
19008245,9,6.75,8.75,7.75,5,6.4
19008247,8.4,6,7.5,7.5,5,4.8
19008250,8.6,8,7.25,7,3.75,4.4
19008255,7,6.75,4.75,4.25,4.75,5.2
19008258,8.8,7.75,7.75,5.75,5,9.6
19008262,8.6,6.25,7.25,6.75,5.5,2.8
19008265,8.2,7,8.5,8,3.5,7.2
19008266,8.6,6.5,8.5,8,6,3.4
19008267,8.4,5.5,8,8,4.5,4
19008269,8.2,7,7.25,9,5.5,8.6
19008271,8.4,5,4.75,6,4.75,4.6
19008272,9,5,4.75,8.25,5.5,4.8
19008278,8.4,4.25,5.75,4,4.25,4
19008280,8.8,5.75,8.25,9,4.75,3.2
19008290,8.2,8,7.5,6.75,4.5,5.2
19008292,9,7.75,8.5,8.75,5.5,9
19008294,7,6.25,6.5,4,4,9.2
19008297,6.8,7,4.25,4.75,3,5.4
19008298,8.2,8,5,6.75,6,5.8
19008299,8,6,6.25,6,3.75,4
19008302,7,7.25,5.25,6.5,4.25,6.4
19008304,8.6,8,8.25,8.5,4.75,5.4
19008305,8.2,7.25,7.5,8.25,4.5,6.8
19008306,7.4,6.5,5.75,7,4.75,6.8
19008310,8.6,7.5,7.75,8.5,5.75,7.6
19008312,8.4,6.5,7.5,8.5,4.25,5.4
19008314,7.8,4.25,3.75,5.5,3.25,3.6
19008315,8,6,6.75,5.5,4.5,4
19008317,7,7,5.75,7,5.25,5.4
19008318,8.6,7.25,8.25,7.25,6.5,7.4
19008320,5.2,7.25,5.5,3.25,3.5,6.4
19008321,8.6,7.5,8,8,3.25,7.2
19008322,7.8,8.5,4,7.25,8.25,5.4
19008323,8.6,7,8.5,5.5,4.5,8.8
19008325,7,5,6.25,5,5.25,7
19008329,8.8,6.75,7.75,8.5,4.5,8.8
19008330,7,6.25,6.75,6.75,4.25,6
19008332,7.4,7.5,5.25,4.5,3.25,4.8
19008334,9.2,6.25,5.5,9,8.25,6.2
19008335,8.6,6,8,7.75,4.25,8
19008339,7.4,7.5,7.25,6.5,4.5,4.4
